transaction_id,customer_id,transaction_date,amount,payment_method
2469,344,2023-08-07,335.0,Wallet
2470,344,2023-09-12,266.59,Wallet
2471,344,2023-10-14,306.08,NetBanking
2472,344,2023-11-16,300.55,UPI
2473,344,2023-12-05,251.28,NetBanking
2474,344,2024-01-05,314.26,Wallet
2475,344,2024-02-14,267.74,NetBanking
2476,344,2024-03-07,359.62,UPI
2477,344,2024-04-07,348.85,Card
2478,344,2024-05-05,326.32,Card
2479,345,2023-09-29,970.0,UPI
2480,345,2023-10-22,901.73,Card
2481,345,2023-11-26,971.83,Wallet
2482,345,2023-12-29,1076.82,Card
2483,345,2024-01-21,907.31,NetBanking
2484,345,2024-02-26,783.7,UPI
2485,346,2023-05-16,319.99,Wallet
2486,346,2023-06-08,301.03,Card
2487,346,2023-07-19,256.51,UPI
2488,346,2023-08-08,281.11,UPI
2489,347,2024-10-26,1040.86,UPI
2490,347,2024-12-24,1036.63,Card
2491,347,2025-03-24,1232.76,UPI
2492,348,2025-03-30,1017.38,Wallet
2493,348,2025-04-26,1014.63,UPI
2494,348,2025-05-29,958.0,UPI
2495,348,2025-06-28,1097.11,Wallet
2496,348,2025-07-25,953.48,NetBanking
2497,348,2025-08-27,1163.9,Card
2498,348,2025-09-28,931.26,Card
2499,348,2025-11-23,1115.55,UPI
2500,348,2026-01-22,864.98,UPI
2501,348,2026-02-27,957.54,Card
2502,348,2026-03-22,1043.47,Wallet
2503,348,2026-04-20,887.74,Wallet
2504,348,2026-05-24,1131.63,UPI
2505,349,2023-08-01,675.19,UPI
2506,349,2023-09-25,669.25,NetBanking
2507,350,2023-05-19,636.9,UPI
2508,350,2023-07-16,572.12,Card
2509,350,2023-08-14,622.04,Wallet
2510,350,2023-09-13,450.02,Wallet
2511,350,2023-10-11,480.8,Card
2512,350,2023-11-12,744.67,Wallet
2513,350,2023-12-11,631.2,Card
2514,350,2024-01-13,642.41,Card
2515,350,2024-02-07,617.81,Card
2516,350,2024-03-17,625.98,Wallet
2517,350,2024-04-10,541.26,NetBanking
2518,351,2024-02-09,230.68,Card
2519,352,2023-06-11,1129.11,Card
2520,352,2023-07-04,971.14,NetBanking
2521,352,2023-09-10,1136.79,Wallet
2522,352,2023-12-05,1153.56,NetBanking
2523,352,2024-01-05,970.1,NetBanking
2524,352,2024-02-02,946.97,Card
2525,352,2024-04-03,998.08,Wallet
2526,352,2024-04-29,967.41,Wallet
2527,353,2023-02-25,510.24,Wallet
2528,353,2023-03-26,494.66,UPI
2529,353,2023-05-02,663.14,UPI
2530,353,2023-05-29,507.14,Wallet
2531,353,2023-06-30,659.99,Wallet
2532,353,2023-07-29,714.3,Card
2533,353,2023-09-02,635.46,Card
2534,353,2023-09-23,755.92,Wallet
2535,353,2023-12-26,682.38,NetBanking
2536,353,2024-01-27,628.72,Card
2537,354,2023-05-04,424.68,Wallet
2538,354,2023-05-30,781.79,NetBanking
2539,354,2023-07-05,607.51,NetBanking
2540,354,2023-08-01,518.78,Card
2541,354,2023-10-06,560.49,Wallet
2542,354,2023-10-28,633.12,Wallet
2543,354,2023-12-02,562.75,Card
2544,354,2024-01-02,591.44,Card
2545,354,2024-01-31,581.56,Wallet
2546,354,2024-03-27,591.5,Card
2547,355,2024-11-07,909.49,NetBanking
2548,355,2024-12-10,950.99,Card
2549,355,2025-01-10,1097.09,UPI
2550,355,2025-02-04,1016.45,UPI
2551,355,2025-03-14,983.87,UPI
2552,355,2025-04-09,925.44,UPI
2553,355,2025-05-09,1136.16,Wallet
2554,356,2024-09-27,809.79,UPI
2555,356,2024-10-22,1078.51,Card
2556,356,2024-11-19,1310.99,UPI
2557,356,2024-12-22,1056.25,NetBanking
2558,356,2025-01-21,889.04,Wallet
2559,356,2025-02-21,957.11,UPI
2560,356,2025-03-22,1107.26,Card
2561,356,2025-04-28,1036.04,UPI
2562,356,2025-05-17,1134.55,Wallet
2563,356,2025-06-19,1010.42,Wallet
2564,356,2025-07-20,1185.5,NetBanking
2565,356,2025-08-15,1085.15,NetBanking
2566,356,2025-09-15,979.84,Card
2567,356,2025-10-18,989.04,NetBanking
2568,356,2025-11-21,1130.47,Card
2569,356,2025-12-14,997.16,Wallet
2570,357,2024-11-09,955.16,Card
2571,357,2024-12-12,1006.22,NetBanking
2572,357,2025-02-16,1117.97,NetBanking
2573,357,2025-03-17,817.13,UPI
2574,357,2025-04-12,1026.06,Card
2575,357,2025-05-14,1053.0,NetBanking
2576,357,2025-06-06,855.43,Wallet
2577,357,2025-07-14,883.71,Card
2578,358,2024-09-22,310.06,Card
2579,358,2024-11-26,225.03,NetBanking
2580,358,2024-12-18,270.29,Wallet
2581,358,2025-01-25,259.38,Wallet
2582,358,2025-02-22,264.63,Wallet
2583,358,2025-03-20,341.44,UPI
2584,358,2025-04-18,317.19,NetBanking
2585,358,2025-05-17,278.49,NetBanking
2586,358,2025-07-14,362.24,Wallet
2587,358,2025-09-14,277.72,UPI
2588,358,2025-10-15,247.68,NetBanking
2589,359,2024-03-03,1108.84,UPI
2590,359,2024-04-28,1100.29,UPI
2591,359,2024-05-30,1135.76,NetBanking
2592,359,2024-06-27,1034.13,UPI
2593,359,2024-07-25,1011.36,NetBanking
2594,359,2024-08-28,966.87,Wallet
2595,359,2024-09-21,782.47,NetBanking
2596,359,2024-11-23,840.92,Wallet
2597,359,2025-01-26,794.68,UPI
2598,359,2025-02-26,1125.35,NetBanking
2599,359,2025-03-29,906.35,NetBanking
2600,359,2025-04-27,985.33,Card
2601,360,2024-03-08,603.71,Card
2602,360,2024-04-03,544.68,Card
2603,360,2024-05-07,646.53,Card
2604,360,2024-05-26,533.95,Wallet
2605,360,2024-06-29,591.4,NetBanking
2606,360,2024-07-26,585.5,UPI
2607,360,2024-08-27,618.75,Wallet
2608,360,2024-10-01,572.15,UPI
2609,360,2024-10-28,671.28,UPI
2610,360,2024-12-01,819.49,Card
2611,360,2025-01-02,524.52,UPI
2612,360,2025-02-25,585.56,UPI
2613,361,2023-05-18,872.7,Wallet
2614,361,2023-06-13,1163.64,Wallet
2615,362,2025-05-04,474.39,UPI
2616,362,2025-06-08,445.91,Wallet
2617,362,2025-07-04,572.47,NetBanking
2618,362,2025-08-10,658.01,Card
2619,362,2025-09-09,631.28,Wallet
2620,362,2025-10-02,621.98,UPI
2621,362,2025-10-30,532.88,UPI
2622,362,2025-12-03,473.9,NetBanking
2623,362,2026-01-03,719.1,UPI
2624,362,2026-02-03,757.48,NetBanking
2625,362,2026-03-02,694.72,Wallet
2626,362,2026-04-06,552.85,UPI
2627,362,2026-06-03,607.67,NetBanking
2628,362,2026-06-25,646.61,Card
2629,363,2023-09-22,282.86,NetBanking
2630,363,2023-10-14,345.21,Wallet
2631,363,2023-11-16,273.36,NetBanking
2632,363,2023-12-10,269.28,UPI
2633,363,2024-01-11,338.46,UPI
2634,363,2024-02-08,295.62,NetBanking
2635,364,2023-08-23,265.08,NetBanking
2636,364,2023-09-15,351.04,Card
2637,364,2023-10-21,258.53,Wallet
2638,364,2023-11-23,266.07,UPI
2639,364,2023-12-23,343.21,Wallet
2640,364,2024-01-18,314.69,UPI
2641,364,2024-04-13,314.12,Card
2642,364,2024-05-19,262.57,NetBanking
2643,364,2024-06-16,296.61,NetBanking
2644,364,2024-07-21,219.19,UPI
2645,364,2024-08-11,359.12,NetBanking
2646,364,2024-09-14,292.04,Wallet
2647,364,2024-10-17,292.01,Card
2648,364,2024-11-07,288.05,Card
2649,364,2024-12-07,318.9,Wallet
2650,365,2023-05-25,503.35,Card
2651,365,2023-06-29,715.17,Card
2652,365,2023-08-23,525.81,Card
2653,365,2023-09-22,618.32,Wallet
2654,365,2023-10-25,525.1,NetBanking
2655,365,2023-11-27,710.59,NetBanking
2656,365,2024-03-22,478.99,NetBanking
2657,365,2024-05-18,676.43,NetBanking
2658,366,2024-05-30,611.79,Wallet
2659,366,2024-07-03,654.63,NetBanking
2660,367,2024-04-22,329.18,UPI
2661,367,2024-05-21,348.87,Card
2662,367,2024-06-25,369.03,Card
2663,367,2024-07-16,315.19,NetBanking
2664,367,2024-09-20,304.1,UPI
2665,367,2024-12-22,346.37,NetBanking
2666,367,2025-01-21,343.11,Card
2667,367,2025-02-12,261.18,Wallet
2668,367,2025-03-14,325.08,Card
2669,368,2023-04-18,744.04,UPI
2670,368,2023-05-15,602.16,UPI
2671,368,2023-07-15,536.47,UPI
2672,368,2023-08-09,685.15,UPI
2673,369,2023-07-04,269.11,NetBanking
2674,369,2023-09-10,337.25,Wallet
2675,370,2025-05-13,851.9,Wallet
2676,370,2025-06-20,1025.27,Card
2677,370,2025-07-10,1090.59,NetBanking
2678,370,2025-09-17,1111.56,Card
2679,371,2025-06-22,609.98,UPI
2680,371,2025-07-19,667.32,Wallet
2681,371,2025-08-16,595.5,UPI
2682,371,2025-09-20,580.71,UPI
2683,371,2025-11-19,681.15,UPI
2684,371,2025-12-18,607.15,Card
2685,371,2026-01-13,651.52,Wallet
2686,371,2026-05-21,562.03,Wallet
2687,371,2026-06-14,601.05,NetBanking
2688,371,2026-07-15,576.96,UPI
2689,371,2026-08-15,591.76,Card
2690,372,2025-05-31,265.05,UPI
2691,372,2025-08-05,308.04,NetBanking
2692,372,2025-08-28,316.51,UPI
2693,372,2025-09-24,263.08,NetBanking
2694,372,2025-10-30,284.81,UPI
2695,372,2025-11-27,300.88,NetBanking
2696,372,2025-12-31,304.15,Card
2697,372,2026-01-26,308.65,Card
2698,372,2026-03-31,342.44,Card
2699,372,2026-05-02,294.54,Card
2700,372,2026-05-27,296.17,NetBanking
2701,373,2023-12-12,319.1,Card
2702,373,2024-01-09,345.01,UPI
2703,373,2024-04-12,329.66,Card
2704,373,2024-05-02,217.07,UPI
2705,373,2024-07-09,344.47,Card
2706,373,2024-08-02,251.25,Card
2707,373,2024-09-02,284.2,UPI
2708,373,2024-10-09,305.53,UPI
2709,374,2024-12-14,305.1,Wallet
2710,374,2025-03-06,255.36,Wallet
2711,374,2025-04-15,264.23,Wallet
2712,374,2025-05-05,262.58,Card
2713,374,2025-06-12,373.31,Card
2714,374,2025-07-06,292.45,Card
2715,374,2025-09-07,273.93,UPI
2716,374,2025-10-08,298.33,UPI
2717,374,2025-11-02,290.87,Wallet
2718,374,2025-12-10,236.93,Card
2719,374,2026-01-03,286.14,Wallet
2720,374,2026-03-01,339.9,Card
2721,375,2025-04-10,584.32,Card
2722,375,2025-05-12,650.74,NetBanking
2723,375,2025-06-08,650.62,Wallet
2724,375,2025-06-30,574.88,Wallet
2725,375,2025-07-30,588.23,Card
2726,375,2025-09-05,678.95,UPI
2727,376,2023-06-16,302.99,Card
2728,376,2023-07-13,287.26,NetBanking
2729,376,2023-08-21,287.2,UPI
2730,377,2024-12-25,324.81,NetBanking
2731,377,2025-01-30,295.64,UPI
2732,377,2025-02-25,286.6,UPI
2733,377,2025-03-29,235.98,NetBanking
2734,377,2025-04-27,314.6,UPI
2735,377,2025-05-29,261.58,NetBanking
2736,377,2025-06-24,312.24,NetBanking
2737,377,2025-07-27,266.29,Wallet
2738,377,2025-08-22,334.52,NetBanking
2739,377,2025-09-25,286.35,Wallet
2740,377,2025-10-18,324.15,NetBanking
2741,377,2025-11-20,219.79,Card
2742,377,2025-12-15,289.57,Card
2743,377,2026-01-20,302.81,Wallet
2744,377,2026-02-16,324.4,Wallet
2745,378,2024-11-13,964.06,Wallet
2746,378,2024-12-22,1117.69,NetBanking
2747,378,2025-01-18,1227.12,Card
2748,378,2025-02-12,964.44,UPI
2749,378,2025-03-19,1028.76,NetBanking
2750,378,2025-04-11,987.71,NetBanking
2751,378,2025-05-19,1329.72,UPI
2752,378,2025-06-10,966.43,UPI
2753,378,2025-07-18,1026.66,Wallet
2754,378,2025-08-14,1056.22,Wallet
2755,378,2025-09-16,1030.27,UPI
2756,378,2025-11-10,1094.89,Card
2757,378,2025-12-17,1000.85,Card
2758,379,2023-06-20,906.32,UPI
2759,379,2023-07-11,973.61,NetBanking
2760,379,2023-08-10,906.36,Wallet
2761,379,2023-09-16,1053.19,Wallet
2762,379,2023-10-16,758.57,UPI
2763,379,2023-11-15,1078.08,UPI
2764,380,2024-08-06,698.04,UPI
2765,380,2024-11-02,666.54,UPI
2766,380,2024-12-01,614.63,Wallet
2767,380,2025-01-09,556.71,UPI
2768,380,2025-02-06,535.18,Wallet
2769,380,2025-03-05,467.46,NetBanking
2770,381,2025-03-21,1028.09,UPI
2771,381,2025-04-17,1119.47,NetBanking
2772,381,2025-05-14,951.91,Wallet
2773,381,2025-06-11,828.26,Wallet
2774,382,2024-02-08,291.43,Card
2775,382,2024-04-09,291.66,Wallet
2776,382,2024-05-02,295.75,UPI
2777,382,2024-07-02,275.3,NetBanking
2778,382,2024-08-02,280.58,NetBanking
2779,382,2024-08-30,293.06,UPI
2780,382,2025-01-02,354.04,Card
2781,382,2025-02-04,267.23,Wallet
2782,382,2025-03-04,271.28,NetBanking
2783,382,2025-04-02,305.95,UPI
2784,382,2025-04-28,335.85,Wallet
2785,383,2023-10-06,678.82,NetBanking
2786,384,2025-05-04,642.4,UPI
2787,384,2025-07-25,534.22,NetBanking
2788,384,2025-08-24,581.77,NetBanking
2789,384,2025-09-30,574.23,Wallet
2790,384,2025-10-23,553.27,Wallet
2791,384,2025-11-30,615.32,Card
2792,384,2025-12-22,593.45,Wallet
2793,385,2024-05-26,621.49,NetBanking
2794,385,2024-06-18,597.94,Card
2795,385,2024-07-22,601.18,NetBanking
2796,385,2024-08-25,626.47,Card
2797,385,2024-09-24,622.53,NetBanking
2798,385,2024-10-19,586.52,Wallet
2799,385,2024-11-24,681.4,Card
2800,385,2024-12-25,491.31,Wallet
2801,386,2025-06-18,285.88,Wallet
2802,386,2025-07-16,296.43,Card
2803,386,2025-08-19,214.47,UPI
2804,386,2025-09-12,251.84,NetBanking
2805,386,2025-10-20,281.7,Wallet
2806,387,2024-01-27,635.46,Wallet
2807,387,2024-03-07,532.84,UPI
2808,388,2023-05-22,329.5,UPI
2809,388,2023-06-19,214.0,Wallet
2810,388,2023-08-14,291.92,UPI
2811,388,2023-09-22,293.32,UPI
2812,388,2023-10-12,321.87,UPI
2813,388,2023-12-21,260.38,Card
2814,388,2024-01-12,264.66,NetBanking
2815,388,2024-02-14,298.15,UPI
2816,388,2024-04-17,310.56,Wallet
2817,389,2023-07-14,622.65,Card
2818,389,2023-08-23,740.48,Wallet
2819,390,2024-02-07,290.75,NetBanking
2820,390,2024-03-07,264.47,NetBanking
2821,390,2024-04-10,302.74,NetBanking
2822,390,2024-06-08,279.84,Wallet
2823,390,2024-08-10,302.15,Wallet
2824,390,2024-09-03,289.42,NetBanking
2825,390,2024-10-04,363.03,NetBanking
2826,391,2024-10-10,293.06,Card
2827,391,2024-11-07,280.95,Card
2828,391,2024-12-05,215.02,UPI
2829,391,2024-12-31,230.32,Card
2830,391,2025-02-05,247.77,NetBanking
2831,391,2025-03-10,279.65,Card
2832,391,2025-03-30,305.21,UPI
2833,391,2025-05-09,264.74,Card
2834,391,2025-06-01,243.72,UPI
2835,391,2025-07-08,287.5,Wallet
2836,391,2025-07-31,277.2,Card
2837,391,2025-10-07,332.79,Wallet
2838,391,2025-11-04,376.06,NetBanking
2839,392,2023-02-09,272.26,Wallet
2840,393,2024-11-19,288.72,Wallet
2841,393,2024-12-27,274.55,Wallet
2842,393,2025-01-23,352.35,NetBanking
2843,393,2025-02-25,318.41,Card
2844,393,2025-03-21,286.51,Card
2845,393,2025-04-19,333.57,Card
2846,393,2025-05-21,309.7,Wallet
2847,393,2025-06-25,283.3,NetBanking
2848,393,2025-07-22,314.65,Wallet
2849,393,2025-09-19,283.99,Card
2850,393,2025-10-17,288.7,Wallet
2851,393,2025-11-18,269.14,UPI
2852,393,2025-12-15,352.38,Wallet
2853,393,2026-01-13,331.76,NetBanking
2854,393,2026-02-21,312.6,Wallet
2855,394,2024-04-09,610.76,Card
2856,394,2024-05-08,577.23,Wallet
2857,394,2024-06-05,663.4,UPI
2858,394,2024-07-13,609.51,NetBanking
2859,395,2025-07-08,253.36,NetBanking
2860,395,2025-08-09,262.59,UPI
2861,395,2025-09-08,287.84,Card
2862,395,2025-10-06,404.29,NetBanking
2863,395,2025-10-31,286.51,UPI
2864,395,2025-11-30,274.98,UPI
2865,395,2026-01-06,348.71,UPI
2866,395,2026-02-01,288.79,Wallet
2867,395,2026-03-04,254.66,Card
2868,395,2026-04-04,293.52,Card
2869,395,2026-05-06,344.93,Wallet
2870,395,2026-05-27,246.67,NetBanking
2871,395,2026-07-06,265.79,UPI
2872,396,2024-04-14,841.79,UPI
2873,396,2024-05-16,1139.65,UPI
2874,397,2024-01-17,299.03,Card
2875,397,2024-02-20,258.81,Wallet
2876,397,2024-03-13,272.69,Card
2877,397,2024-04-09,250.45,Wallet
2878,397,2024-05-12,323.14,NetBanking
2879,398,2023-01-27,265.06,Wallet
2880,398,2023-02-28,294.2,UPI
2881,398,2023-04-27,234.11,UPI
2882,399,2025-01-27,631.04,NetBanking
2883,399,2025-02-28,651.86,NetBanking
2884,399,2025-03-20,575.44,Card
2885,399,2025-04-22,724.78,Wallet
2886,399,2025-05-23,639.63,UPI
2887,399,2025-06-23,621.92,Card
2888,399,2025-07-23,479.77,Wallet
2889,399,2025-09-27,509.41,UPI
2890,400,2024-11-01,258.03,Wallet
2891,400,2024-12-09,278.49,Card
2892,400,2025-01-03,359.02,Wallet
2893,400,2025-02-04,267.06,Wallet
2894,400,2025-03-01,259.28,Wallet
2895,400,2025-04-04,367.38,UPI
2896,400,2025-05-03,302.92,Wallet
2897,400,2025-06-03,315.11,UPI
2898,401,2023-03-14,529.15,NetBanking
2899,401,2023-04-12,614.71,NetBanking
2900,401,2023-05-12,718.95,Card
2901,401,2023-06-18,719.47,UPI
2902,401,2023-07-10,639.31,UPI
2903,401,2023-09-06,588.26,NetBanking
2904,401,2023-10-14,489.82,Wallet
2905,401,2023-12-12,614.8,UPI
2906,401,2024-01-08,495.96,NetBanking
2907,401,2024-02-11,588.88,NetBanking
2908,401,2024-03-08,600.46,NetBanking
2909,401,2024-04-04,537.63,Card
2910,401,2024-05-08,539.66,Wallet
2911,401,2024-06-12,644.99,Wallet
2912,402,2023-08-19,637.44,Wallet
2913,402,2023-09-19,573.12,Wallet
2914,402,2023-10-19,666.12,NetBanking
2915,402,2023-11-22,654.25,Card
2916,402,2023-12-17,655.72,UPI
2917,402,2024-01-15,548.92,UPI
2918,403,2023-12-31,343.83,Wallet
2919,403,2024-02-08,363.14,Card
2920,403,2024-03-05,229.33,NetBanking
2921,403,2024-04-04,260.09,Wallet
2922,403,2024-08-07,274.91,Wallet
2923,403,2024-09-06,289.75,Wallet
2924,403,2024-09-30,326.18,UPI
2925,403,2024-11-29,336.27,UPI
2926,404,2024-07-23,306.23,Card
2927,404,2024-08-26,279.71,NetBanking
2928,404,2024-09-17,362.85,NetBanking
2929,404,2024-11-20,255.21,UPI
2930,404,2024-12-20,308.24,Card
2931,404,2025-01-22,333.08,Card
2932,404,2025-02-14,337.09,Wallet
2933,404,2025-04-15,296.13,UPI
2934,405,2024-04-17,303.91,NetBanking
2935,405,2024-05-19,315.56,UPI
2936,405,2024-06-20,363.25,Card
2937,405,2024-07-17,204.43,NetBanking
2938,405,2024-08-10,267.09,Card
2939,405,2024-10-13,264.5,Wallet
2940,405,2024-12-18,297.14,Card
2941,405,2025-02-11,235.93,Wallet
2942,405,2025-03-18,319.47,NetBanking
2943,405,2025-04-13,309.32,Wallet
2944,405,2025-05-18,352.13,NetBanking
2945,405,2025-06-16,295.78,NetBanking
2946,406,2025-02-18,344.28,UPI
2947,406,2025-03-21,319.65,Wallet
2948,406,2025-05-26,239.32,Card
2949,406,2025-06-23,236.54,UPI
2950,406,2025-07-18,284.68,NetBanking
2951,406,2025-08-22,340.62,NetBanking
2952,406,2025-09-16,347.86,NetBanking
2953,407,2023-10-11,364.19,Wallet
2954,407,2023-11-19,310.59,NetBanking
2955,407,2023-12-15,277.86,Wallet
2956,407,2024-02-16,286.09,NetBanking
2957,407,2024-03-16,338.37,Card
2958,407,2024-04-14,379.96,Wallet
2959,407,2024-05-13,313.34,Card
2960,408,2023-02-26,274.57,UPI
2961,408,2023-04-02,312.81,Card
2962,408,2023-05-28,294.2,Wallet
2963,409,2023-09-18,334.0,Wallet
2964,410,2023-10-08,527.17,NetBanking
2965,410,2023-11-11,529.8,Wallet
2966,410,2024-01-02,553.45,NetBanking
2967,411,2025-03-19,493.5,UPI
2968,411,2025-04-07,480.07,Wallet
2969,411,2025-06-13,680.02,NetBanking
2970,411,2025-07-09,540.08,NetBanking
2971,411,2025-08-11,469.87,Wallet
2972,411,2025-09-11,510.96,UPI
2973,411,2025-10-09,658.96,NetBanking
2974,411,2025-11-08,461.15,Card
2975,411,2025-12-10,672.48,Card
2976,411,2026-01-09,603.47,NetBanking
2977,411,2026-02-05,652.43,Wallet
2978,411,2026-03-03,720.15,Card
2979,412,2024-09-10,636.99,Wallet
2980,412,2024-09-30,562.08,Wallet
2981,413,2023-10-21,255.89,Card
2982,413,2023-11-13,339.11,NetBanking
2983,413,2023-12-21,288.99,Card
2984,413,2024-01-15,312.81,Card
2985,413,2024-02-14,301.11,Card
2986,413,2024-03-13,227.88,Card
2987,413,2024-04-09,278.57,Wallet
2988,413,2024-05-09,318.68,UPI
2989,413,2024-06-13,338.32,UPI
2990,414,2025-06-06,293.26,UPI
2991,415,2024-04-30,1077.64,Wallet
2992,415,2024-06-01,959.04,Wallet
2993,415,2024-06-24,839.29,NetBanking
2994,415,2024-07-24,1205.08,NetBanking
2995,415,2024-08-26,1213.01,Wallet
2996,416,2024-05-08,535.15,Card
2997,416,2024-06-02,564.71,Card
2998,417,2025-04-19,966.26,UPI
2999,417,2025-05-18,1191.56,Card
3000,417,2025-06-09,862.28,Wallet
3001,417,2025-07-10,938.8,Card
3002,417,2025-08-10,1176.98,Card
3003,417,2025-09-15,1331.28,UPI
3004,417,2025-10-14,791.01,UPI
3005,418,2025-04-05,360.91,Wallet
3006,418,2025-04-28,305.16,NetBanking
3007,418,2025-06-04,261.49,Card
3008,418,2025-06-24,308.27,UPI
3009,418,2025-07-29,292.52,Wallet
3010,418,2025-08-26,328.62,Card
3011,418,2025-10-03,325.83,NetBanking
3012,418,2025-10-23,284.62,Card
3013,418,2025-11-26,282.71,Card
3014,418,2025-12-31,276.65,UPI
3015,418,2026-01-24,312.62,Wallet
3016,418,2026-02-27,303.49,NetBanking
3017,419,2024-10-23,612.07,UPI
3018,419,2024-11-19,730.13,NetBanking
3019,419,2024-12-19,484.23,NetBanking
3020,419,2025-01-29,652.21,UPI
3021,419,2025-02-27,606.39,Wallet
3022,419,2025-03-23,613.39,Wallet
3023,420,2024-06-08,572.43,Wallet
3024,420,2024-08-03,656.37,Wallet
3025,420,2024-10-02,704.62,Wallet
3026,420,2024-11-06,487.53,Card
3027,421,2024-07-02,313.61,Wallet
3028,421,2024-08-10,280.89,Card
3029,421,2024-10-30,319.64,NetBanking
3030,421,2024-11-28,325.2,Wallet
3031,421,2024-12-29,270.35,Card
3032,421,2025-03-02,233.97,NetBanking
3033,421,2025-03-30,354.36,Card
3034,422,2023-07-22,510.52,Wallet
3035,422,2023-08-14,635.37,Wallet
3036,422,2023-09-09,608.45,Card
3037,422,2023-10-11,527.94,Card
3038,422,2023-12-18,637.31,Card
3039,422,2024-01-11,551.71,Wallet
3040,422,2024-03-08,504.77,NetBanking
3041,422,2024-04-11,745.95,NetBanking
3042,422,2024-05-12,528.95,Card
3043,422,2024-06-10,612.99,Card
3044,422,2024-07-12,626.04,UPI
3045,422,2024-08-07,753.69,UPI
3046,423,2023-02-20,727.37,Wallet
3047,423,2023-04-23,682.06,Card
3048,423,2023-05-28,635.2,Card
3049,423,2023-06-24,427.84,Wallet
3050,423,2023-07-24,554.28,Card
3051,423,2023-08-22,684.84,NetBanking
3052,423,2023-09-24,605.59,Card
3053,423,2023-10-24,627.3,NetBanking
3054,423,2023-12-22,545.06,Wallet
3055,423,2024-01-25,655.17,NetBanking
3056,424,2024-08-01,328.89,Card
3057,424,2024-09-28,279.68,NetBanking
3058,424,2024-10-31,283.41,NetBanking
3059,424,2024-12-02,326.44,NetBanking
3060,424,2024-12-27,279.76,UPI
3061,424,2025-01-31,210.71,NetBanking
3062,424,2025-02-20,252.37,UPI
3063,424,2025-03-25,270.2,Wallet
3064,424,2025-04-28,368.7,NetBanking
3065,424,2025-06-24,281.38,NetBanking
3066,424,2025-07-25,348.8,NetBanking
3067,425,2023-01-27,254.89,Wallet
3068,425,2023-02-22,319.0,Wallet
3069,425,2023-03-18,357.21,NetBanking
3070,426,2023-07-02,470.36,UPI
3071,426,2023-07-31,606.58,UPI
3072,426,2023-08-22,641.07,Wallet
3073,426,2023-09-24,626.75,Card
3074,426,2023-10-21,531.9,Wallet
3075,426,2023-11-18,589.74,UPI
3076,427,2023-08-08,994.52,Card
3077,427,2023-09-12,1057.6,NetBanking
3078,427,2023-10-12,1126.39,Card
3079,427,2023-11-16,885.66,Wallet
3080,428,2023-06-14,285.65,NetBanking
3081,428,2023-07-14,399.5,Wallet
3082,428,2023-08-09,316.63,NetBanking
3083,428,2023-09-07,254.59,Wallet
3084,428,2023-10-06,322.52,Card
3085,428,2023-11-09,335.6,Card
3086,428,2024-01-13,353.32,Wallet
3087,428,2024-02-07,312.56,Wallet
3088,428,2024-03-06,285.47,NetBanking
3089,428,2024-05-12,316.99,Card
3090,428,2024-06-02,325.59,Card
3091,428,2024-07-10,273.42,NetBanking
3092,428,2024-08-08,256.31,Wallet
3093,428,2024-09-04,262.56,UPI
3094,428,2024-10-07,262.32,NetBanking
3095,429,2024-04-23,301.7,Wallet
3096,429,2024-05-31,311.09,Wallet
3097,429,2024-06-22,296.08,Wallet
3098,429,2024-07-20,326.9,Wallet
3099,429,2024-08-24,254.31,Card
3100,430,2023-02-23,275.03,Wallet
3101,430,2023-03-22,352.38,Wallet
3102,430,2023-04-26,265.72,Card
3103,431,2024-01-17,609.21,Card
3104,431,2024-03-11,689.34,NetBanking
3105,431,2024-04-15,686.92,Wallet
3106,431,2024-07-11,605.26,NetBanking
3107,431,2024-08-15,741.28,NetBanking
3108,431,2024-09-05,578.16,Wallet
3109,431,2024-10-06,546.6,Wallet
3110,431,2024-11-07,599.7,UPI
3111,431,2024-12-11,609.29,Card
3112,431,2025-01-06,492.0,Card
3113,432,2024-06-11,346.01,Card
3114,433,2023-04-12,1102.65,UPI
3115,433,2023-05-15,893.08,Card
3116,433,2023-06-13,1066.12,NetBanking
3117,433,2023-07-13,935.45,UPI
3118,433,2023-08-16,1010.62,Wallet
3119,433,2023-09-12,972.87,Wallet
3120,433,2023-10-11,970.96,Card
3121,433,2023-11-05,1056.48,Wallet
3122,433,2023-12-16,1063.69,Wallet
3123,433,2024-01-06,960.55,NetBanking
3124,434,2025-06-21,304.99,UPI
3125,434,2025-07-12,282.01,Wallet
3126,434,2025-08-09,292.48,Card
3127,434,2025-09-19,287.9,Wallet
3128,434,2025-10-15,290.34,Wallet
3129,434,2025-11-10,318.39,NetBanking
3130,435,2025-01-22,288.39,NetBanking
3131,435,2025-02-17,276.24,NetBanking
3132,435,2025-05-25,263.35,NetBanking
3133,435,2025-06-19,280.04,Wallet
3134,436,2023-02-08,627.49,UPI
3135,436,2023-03-15,662.57,UPI
3136,436,2023-05-07,636.2,UPI
3137,436,2023-06-15,581.97,UPI
3138,436,2023-07-07,539.1,Card
3139,436,2023-08-05,730.13,NetBanking
3140,436,2023-09-06,604.83,NetBanking
3141,436,2023-10-15,766.7,Wallet
3142,436,2023-11-03,628.04,NetBanking
3143,436,2024-02-11,540.43,Wallet
3144,436,2024-04-10,665.27,NetBanking
3145,436,2024-05-05,630.77,NetBanking
